	article	revid
5724	Oleg Belozyorov	1098564372
5725	Bogdan Belsky	1067490660
5726	Andrey Belyaninov	1112768860
5727	Ivan Besedin	1035891142
5728	Aleksei Bespalikov	1103539502
5729	Vladimir Biryukov (politician)	1112321628
5730	Yury Biryukov	1065726591
5731	Nikolay Bogachyov	1067487409
5732	Maria Bolshakova	1097055202
5733	Pavel Borodin	1112776228
5734	Alexander Bortnikov	1114292411
5735	Anatoly Bykov	1063432278
5736	Sergey Chemezov	1107614080
5737	Vladimir Chernukhin	1104507315
5738	Evgeny Chichvarkin	1112528742
5739	Joaquim Crima	939147088
5740	Igor Demidov	1080824710
5741	Dmitry Demushkin	1108043660
5742	Andrey Derevyankin	1108141217
5743	Roman Dmitriyev	1039527306
5744	Tsyren-Dashi Dorzhiev (politician)	1114096603
5745	Konstantin Dyulgerov	1114558539
5746	Geydar Dzhemal	1110044206
5747	Vladimir Efimov	1013980467
5748	Alexander Filatov	1109325167
5749	Leonid Filimonov	1096032570
5750	Dmitry Nikolayevich Filippov	1107437055
5751	Boris Furmanov	1096031779
5752	Herman Gref	1097253657
5753	Vladislav Grib	1067568226
5754	Dmitry Grigorenko	1098101739
5755	Alexander Grigoryev	1097254572
5756	Alexander Georgiyevich Gromov	1067518485
5757	Vladimir Gusinsky	1113532491
5758	Sergey Mikhaylovich Ignatyev	1107436068
5759	Igor Ivanov (politician)	1082339168
5760	Gennady Igumnov	1104871539
5761	Vladislav Inozemtsev	1112067471
5762	Nikita Isaev	1108718802
5763	Grigory Isayev	1104091324
5764	Anton Alexandrovich Ivanov	1111887823
5765	Viktor Ivanov	1111889849
5766	Leonid Ivashov	1114181869
5767	Boris Kagarlitsky	1114110086
5768	Karim Baylak-oolovich Sagaan-ool	1107447505
5769	Lev Kasso	1023638673
5770	Gennady Kazmin	1115066790
5771	Ruslan Khasbulatov	1109165439
5772	Vyacheslav Khizhnyakov	1103028517
5773	Vitaliy Khotsenko	1114935860
5774	Andrei Klepach	1098564839
5775	Daniil Konstantinov	1108169709
5776	Gennady Konyakhin	1113703725
5777	Valentin Korabelnikov	1107204700
5778	Andrey Korotkov	1097254788
5779	Tatyana Koryagina	1109428319
5780	Konstantin Kosiakin	1078435995
5781	Konstantin Kostin (politician)	1098564486
5782	Pshemakho Kotsev	1057683992
5783	Mikhail Kovalchuk	1109153535
5784	Aleksandr Kovalyov (politician)	1066483568
5785	Sergey Kravtsov (politician)	1086279732
5786	Albert Krivchenko	1104173903
5787	Maxim Ksenzov	1112722741
5788	Sergei Kukharenko	981865833
5789	Dmitry Sergeyevich Kuzmin	1084815402
5790	Mikhail Sergeevich Kuznetsov	1076563306
5791	Vladimir Kvachkov	1109002326
5792	Vladimir Laptev	1095471294
5793	Pyotr Latyshev	1113506778
5794	Gennady Lebedev	1085533024
5795	Igor Levitin	1098565066
5796	Alexey Limanzo	1095898555
5797	Mikhail Lobanov	1114941700
5798	Adilgerei Magomedtagirov	1101881487
5799	Alexander Sergeyevich Makarov	1071134229
5800	Konstantin Malofeev	1112137638
5801	Akhmed Malsagov	1108240272
5802	Evgeny Markin	1089432915
5803	Vladimir Markin (journalist)	1111884873
5804	Aleksandr Matovnikov	1115019616
5805	Oleg Matveychev	1091953906
5806	Alexander Melnikov (politician)	1021935583
5807	Viktor Mikhailov (politician)	1103531523
5808	Yevgeniya Mikhaylova	1080851008
5809	Yevgeny Miller	1080825298
5810	Anatoly Mishnev	1105222950
5811	Viktoriya Mitina	1114388100
5812	Mikhail Mokretsov	1115296902
5813	Andrey Molchanov (businessman)	1112768905
5814	Yuriy Molchanov	1112779683
5815	Yevgeny Murov	1101226283
5816	Valery Nazarov	1105957937
5817	Vladimir Nikolayev (politician)	1111372776
5818	Valeriya Novodvorskaya	1095541057
5819	Magomed Omarov (politician)	1109566517
5820	Kongar-ool Ondar	1093086725
5821	Mikhail Oseevsky	1082420455
5822	Mikhail Pakhomov	1080823535
5823	Nina Pereverzeva	1096203675
5824	Vladimir Petrovsky	1112067479
5825	Alexey Pleshakov	1100943430
5826	Andrey Podavalov	1103026410
5827	Anatoly Popov	1091180252
5828	Sergey Popov (politician, born 1960)	1110241271
5829	Vitaly Prilukov	1111057801
5830	Mikhail Prusak	1114096772
5831	Viktor Rashnikov	1114957011
5832	Alexander Ryazanov	1106539266
5833	Fandas Safiullin	1100414698
5834	Vladimir Samozhenkov	1080825403
5835	Maria Sergeyeva	1105893508
5836	Aleksei Shaposhnikov (politician)	1090772724
5837	Yevgeny Shaposhnikov	1114524280
5838	Ruslan Shaveddinov	1113689705
5839	Roman Shaykhutdinov	1111055172
5840	Pyotr Shilovsky	1093669018
5841	Evgeny Shkolov	1112297382
5842	Alexander Shkurko	1114395638
5843	Aleksandr Shlyakhturov	1077147940
5844	Sergei Shmatko	1114096702
5845	Yury Shutov	1090436906
5846	Anatoly Sliva	1103028407
5847	Sergei Mikhailovich Smirnov	1090297059
5848	Anatoly Sobchak	1113511384
5849	Valentina Sovkina	1007375263
5850	Vladimir Starostenko	1114153845
5851	Sergei Storchak	1101913209
5852	Denis Sverdlov	1109345703
5853	Mikhail Svetov	1115503413
5854	Dmitry Ivanovich Sviatopolk-Mirsky	1111450361
5855	Alexander Tarasov	1089097038
5856	Sergei Ivanovich Tiulpanov	1112350018
5857	Kirill Tomashevich	971322102
5858	Sergey Tsoy	1084755816
5859	Alexander Turgenev	1104014205
5860	Alipasha Umalatov	1094973437
5861	Dimitry Vasiliev	1080824990
5862	Aleksandr Verkhovsky	1111908862
5863	Sergey Verlin	1103424383
5864	Aleksandr Voloshin	1112768390
5865	Lola Voronina	1080825066
5866	Oleg Vyugin	1111667077
5867	Vasily Yakemenko	1105722458
5868	Vladimir Yakunin	1112337553
5869	Mikhail Yefremov (politician)	1113897347
5870	Nikolai Yegorov (politician)	1100427564
5871	Valentin Yumashev	1111138915
5872	Igor Yusufov	1107903078
5873	Vadim Zagladin	1103655257
5874	Yury Zaostrovtsev	1112341299
5875	Vladimir Zaytsev	1083203316
5876	Valery Zorkin	1098784207
5877	Jacques Bihozagara	962450057
5878	Francois Habitegeko	1093566116
5879	Soraya Hakuziyaremye	1113025870
5880	Emmanuel Havugimana	1092282528
5881	Jean de Dieu Rurangirwa	1056019246
5882	Paul Kagame	1115862441
5883	Froduald Karamira	1095387542
5884	Patrick Karegeya	1093281669
5885	Alexandre Lyambabaje	1090449316
5886	Christine Mukabunani	1068450641
5887	Monique Mukaruliza	1104981604
5888	Thomas Nahimana	1112687307
5889	François Ngarukiyintwali	1024022545
5890	Manasseh Nshuti	1080092568
5891	Bernard Ntaganda	1056019386
5892	Solina Nyirahabimana	1115613385
5893	Tharcisse Renzaho	1103863452
5894	Anastase Shyaka	1088142303
5895	Gatabazi Jean Marie Vianney	1072416898
5896	Protais Zigiranyirazo	1091835051
5897	Ricky Skerritt	1083795099
5898	Sua Rimoni Ah Chong	1026249436
5899	Le Mamea Matatumua Ata	1058368388
5900	Va'aelua Eti Alesana	1056317694
5901	Lauaki Namulauulu Mamoe	1105924212
5902	Tui Manuʻa Elisala	1112329208
5903	Toleʻafoa Solomona Toʻailoa	1040051734
5904	Tamaseu Leni Warren	1109671999
5905	Pio Chiaruzzi	1102951189
5906	Alessandro Mancini	1109440451
5907	Abdullah bin Faisal Al Saud (1831–1889)	1115510332
5908	Faisal bin Turki Al Saud (1785–1865)	1115510126
5909	Khalid bin Saud Al Saud (1811–1865)	1115508234
5910	Armand-Pierre Angrand	1061043624
5911	Léopold Angrand	1093234974
5912	Alioune Badara Cissé	1101066687
5913	Landing Badji	1093235128
5914	Cheikh Abdoul Khadre Cissokho	1075216122
5915	Modou Dia	1093235453
5916	Youssou Diagne	1045109573
5917	Ibrahima Diallo (politician)	1093235494
5918	Alioune Diop	1083577446
5919	Cheikh Anta Diop	1114340224
5920	Makhtar Diop	1105658956
5921	Ngalandou Diouf	1073073938
5922	Cheikh Sadibou Fall	1104101465
5923	Amadou Karim Gaye	1070369172
5924	Abbas Gueye	1055499648
5925	Aissa Mama Kane	1093235109
5926	Maïmouna Kane	1112938840
5927	Louis Le Gros	1103951329
5928	Amadou-Mahtar M'Bow	1110395778
5929	Abdoul Aziz Mbaye	1104228582
5930	Alioune Badara M'Bengue	1060926452
5931	Abdou Mbow	1043059347
5932	Penda Mbow	1088149192
5933	Mamadou Bamba Ndiaye	1107438035
5934	Ndioro Ndiaye	1079855467
5935	Khalilou Sall	1109928120
5936	Alioune Sarr	1106335288
5937	Assane Seck	1093235225
5938	Léopold Sédar Senghor	1110131122
5939	Louis Jacques Senghor	1093235015
5940	Fatimata Seye Sylla	1012863505
5941	Ousmane Sonko	1107427601
5942	Moustapha Sourang	1104101474
5943	Branislav Andjelić	1112602637
5944	Vasilije Antonić	1046397354
5945	Sava Bjelanović	1081128278
5946	Radmilo Bogdanović	1099253389
5947	Milenko Bojanić	1087862924
5948	Miloš Bojović (born 1938)	1115089134
5949	Stojan Bošković	1086699221
5950	Dragoslav Ćirković	1067963386
5951	Jovan Ćirković	1059400282
5952	Dobrica Ćosić	1112008531
5953	Branislav Crnčević	1106879636
5954	Dimitrije Davidović	1087660110
5955	Jovan Dejanović (politician)	1108928519
5956	Stojimir Dobrosavljević	948320646
5957	Petar Dobrović	1089075335
5958	Đura Dokić	1070594815
5959	Panta Draškić	1064162273
5960	Milorad Drašković	1092900587
5961	Jovan Dučić	1082211776
5962	Milica Đurđević Stamenkovski	1113717164
5963	Željko Fajfrić	1099453530
5964	Jevrem Grujić	1080713581
5965	Branislav Ikonić	1098336710
5966	Jovan Ilić	1113205322
5967	Vlada Ilić	1078683933
5968	Trivo Inđić	1113389874
5969	Antonije Isaković	1057235218
5970	Golub Janić	1083111280
5971	Đurica Jojkić	1059798583
5972	Dragić Joksimović	1100853216
5973	Dragutin Jovanović-Lune	1079710510
5974	Dragan Jovanović (Yugoslav politician)	1110036654
5975	Ljubomir Jovanović	1087632901
5976	Stevan Knićanin	1102396011
5977	Milan Komnenić	1070857261
5978	Josif Kostić	1083961566
5979	Drago Kovačević	1106827460
5980	Milan Kovačević	1106995814
5981	Bogoljub Kujundžić	1004921811
5982	Ognjen Kuzmanović	1012902271
5983	Panta Lunjevica	1021098036
5984	Čedomir Marjanović	1040820548
5985	Svetozar Marković	1074947381
5986	Dobrica Matković	1004905451
5987	Branko Mikašinović (politician)	1030919277
5988	Miroslava Milenović	1108423117
5989	Stevan Milosavljević	1072287796
5990	Jevrem Nenadović	1086133404
5991	Radovan Ničić	1099986846
5992	Đorđe M. Pavlović	1057492147
5993	Medo Pucić	1081085155
5994	Stanko Radmilović	1031975915
5995	Zoran Radojičić	1104115420
5996	Miljko Radonjić	1089243958
5997	Miloš Radosavljević (politician)	1008868122
5998	Žika Rafajlović	1010417854
5999	Mita Rakić	1074905694
6000	Dušan Salatić	1056918453
6001	Aleksandar Sandić	1086770734
6002	Miloš Savčić	1090027162
6003	Arsenije Sečujac	1081133569
6004	Stojan Simić	1059405629
6005	Milan Smiljanić (priest)	1009635579
6006	Dragi Stamenković	1061050680
6007	Jovica Stanišić	1077489604
6008	Tenka Stefanović	1074112381
6009	Dragiša Stojadinović	1099456616
6010	Savo Štrbac	1099456873
6011	Jovan Subotić	1099456936
6012	Ilija Šumenković	1109096396
6013	Ranko Tajsić	1079699589
6014	Teodosije Maričević	1049200540
6015	Mirko Tepavac	990045262
6016	Vasilije Trbić	1105497413
6017	Miloš Trifunović (politician)	1100996406
6018	Miloš Trivunac	1008868237
6019	Dimitrije Tucović	1062103511
6020	Jovan Valenta	1079707469
6021	Aleksandar Vasić (politician)	892673943
6022	Dragan Velikić	1061323531
6023	Jovan Veselinov	1095927947
6024	Đorđe Vojnović	1024357513
6025	Milorad Vučelić	1114761288
6026	Gavro Vučković Krajišnik	1107975991
6027	Milija Zdravković	1103151078
6028	Dušan Zelenbaba	1094283630
6029	Nebojša Zelenović	1099395107
6030	Petar Živković	1104129672
6031	Usame Zukorlić	1102194323
6032	Charles Bastienne	1076671631
6033	Wallace Cosgrow	1076671993
6034	Didier Dogley	1076671502
6035	Errol Fonseka	1070911539
6036	Joel Morgan	1079606825
6037	Satya Naidu	1066946719
6038	T. J. Alldridge	1083153375
6039	John Amadu Bangura	1098272585
6040	Arnold Jonathan Bishop-Gooding	1101346073
6041	Christopher Okoro Cole	1110752519
6042	Moinina Fofana	949534467
6043	Isatu Fofanah (politician)	1079483963
6044	David J. Francis (politician)	1092035699
6045	Momoh Gulama	949562875
6046	Mohamed Wurie Jalloh	1009329190
6047	Henry M. Joko-Smart	1099837505
6048	Andrew Juxon-Smith	1104489204
6049	Sunkari Kabba-Kamara	1077051140
6050	Yahya Kanu	1107226049
6051	Edward Kargbo	1094590470
6052	Momodu Kargbo	1081953244
6053	Danda Mohamed Kondeh	949695532
6054	David Lansana	1100260184
6055	Henry Josiah Lightfoot Boston	1115228918
6056	Émile F. Luke	1110752536
6057	Henry O. Macauley	1087779835
6058	Alie Badara Mansaray	1000259166
6059	Mohamed Kamarainba Mansaray	1105894039
6060	Solomon Musa	1078399680
6061	Thomas Peters (revolutionary)	1102429329
6062	Bai Kelfa Sankoh	1093263811
6063	Tinga Seisay	1103837195
6064	Solomon Athanasius James Pratt	1104360217
6065	Valentine Strasser	1109040965
6066	Alpha Timbo	971644466
6067	Andrew Kuan	1106351077
6068	Lim Han Hoe	1108446872
6069	Ooi Boon Ewe	1103546461
6070	Rudolf Filkus	1006072918
6071	Ján Francisci-Rimavský	1107024861
6072	Jozef Gregor-Tajovský	1084055090
6073	Milan Haborák	1065133185
6074	Ivan Hopta	1106148875
6075	Jozef Miloslav Hurban	1102138127
6076	Ján Kollár	1105810000
6077	Ivan Lesay	1093239574
6078	Ivan Lexa	1113198710
6079	Ján Lunter	1105947402
6080	Štefan Osuský	1080228202
6081	Gabriel Palacka	1109948113
6082	Simona Petrík	1112839272
6083	Julián Šimko	1090354432
6084	Jozef Sivák	1105404075
6085	Radovan Sloboda (politician)	1106146529
6086	Ľudovít Štúr	1104491431
6087	Jaroslav Svěchota	1115512326
6088	8th National Assembly of Slovenia	1110653139
6089	Viktor Avbelj	1076931457
6090	Josef Anton Barbo von Waxenstein	1099768272
6091	Joseph Emanuel Barbo von Waxenstein	1114107894
6092	Tatjana Bobnar	1110339618
6093	József Borovnyák	1095084562
6094	Klemen Boštjančič	1111951290
6095	Uroš Brežan	1110339465
6096	Ivan Cankar	1072162015
6097	Jože P. Damijan	1006800884
6098	Lambert Ehrlich	1090244530
6099	Emilija Stojmenova Duh	1101796769
6100	Sanja Ajanovič Hovnik	1110339664
6101	Johann Nepomuk Hradeczky	1030361090
6102	Božidar Jakac	1089135416
6103	József Klekl (politician)	1091872792
6104	József Klekl (writer)	1078005718
6105	Boris Kraigher	1063586220
6106	Ivan Kramberger	1102238755
6107	István Kühár	1078006386
6108	Matija Majar	1078006826
6109	Andrej Marinc	1095085152
6110	Mark Boris Andrijanič	1114119903
6111	Drago Marušič	1101649728
6112	Matej Arčon	1091947189
6113	Anton Novačan	1099927478
6114	Igor Papič	1110338248
6115	Dominika Švarc Pipan	1110339643
6116	Jože Podgoršek	1100530431
6117	Dušan Šinigoj	1011743534
6118	Matija Škerbec	1084428429
6119	Alenka Smerkolj	1085316550
6120	Janko Smole	1076927921
6121	Franc Snoj	1089996788
6122	Patricija Šulin	1057402692
6123	József Szakovics	1078575911
6124	Vilmos Tkálecz	1011171974
6125	Ludvik Toplak	1099224184
6126	Asta Vrečko	1110339536
6127	Valentin Zarnik	1095084255
6128	Janez Zemljarič	1076929779
6129	Nestor Ghiro	1103157870
6130	John Dean Kuku	1103157243
6131	Doreen Kuper	1071176674
6132	Eric Lawson (politician)	1103173015
6133	John Maneniaru	1103157725
6134	Andrew Manepora	1103157719
6135	Julian Moti	1097797290
6136	Bartholomew Parapolo	1103157673
6137	Daniel Suidani	1109257595
6138	Anthony Veke	921555219
6139	Joseph Waleanisia	1103157537
6140	Ajilon Jasper Nasiu	1103157600
6141	Hassan Adan Wadadid	1042858869
6142	Raqiya Haji Dualeh Abdalla	1070088517
6143	Mohamoud Diriye Abdi Joof	1025168021
6144	Abdihakim Luqman	1050295609
6145	Abdillahi Fadal Iman	1108538185
6146	Ahmed Abdisalam Adan	1103645386
6147	Abukar Umar Adani	1062681170
6148	Abshir Aden Ferro	1080801324
6149	Aden Isaq Ahmed	1089541757
6150	Abdulahi Ahmed Afrah	1062657842
6151	Agalule	969628551
6152	Ahmed Abdi Mohamed	1100656544
6153	Abdirahman Ahmed	1024854466
6154	Abdullahi Mohamed Ali	1086170226
6155	Ahmed Ibrahim Artan	1091235719
6156	Awad Ahmed Ashareh	934134220
6157	Abdirahman Aw Ali Farrah	1090813639
6158	Ali Abdi Aware	1101217147
6159	Abdurahman Abdullahi Baadiyow	1100441625
6160	Bashir Bililiqo	1111557716
6161	Abdinuur Biindhe	1095417153
6162	Hussein Hagi Bood	1106104619
6163	Abdi Hassan Buni	1091978667
6164	Dahir Mohamud Gelle	1086845086
6165	Abdikarin Dahir	919546861
6166	Abdikarim Dhaaye	916623039
6167	Ali Dhere	1111018225
6168	Ahmed Farah Dualeh	1088167837
6169	Mohamed Omar Dubad	1036128178
6170	Osman Dubbe	1104337611
6171	Mohamed Ali Facaye	959891467
6172	Abdulcadir Gabeire Farah	1083176145
6173	Abdulrahim Abby Farah	1082812482
6174	Ahmed Moalim Fiqi	1115853537
6175	Mohamud Abdi Gaab	1059533900
6176	Ahmed Gacmayare	1055233016
6177	Garaad Abdulahi Garaad Soofe	1092287063
6178	Garab-Yare	948816741
6179	Jama Mohamed Ghalib	1113251693
6180	Ahmed Mohamed Gulaid	1088536676
6181	Yusuf Ahmed Hagar Dabageed	1057222114
6182	Zakaria Mohamed Haji-Abdi	1001700462
6183	Anisa Hajimumin	1114018333
6184	Abdulkadir Abdi Hashi	1033350989
6185	Mohamed Ali Hassan	1051816121
6186	Zakia Hussein	1112017371
6187	Abdirahman Haji Aden Ibbi	1093240772
6188	Ibraahim Guure	1041051193
6189	Ibrahim Megag Samatar	1100656361
6190	Hanifa Mohamed Ibrahim	1042602017
6191	Ahmed Mohamed Iman	1093959197
6192	Ibrahim Artan Ismail	1092718719
6193	Mohamed Sheikh Ismail	1009328790
6194	Yusuf Mohamed Ismail	1030025861
6195	Abdihamid Sheikh Abdisalam Isse	993306568
6196	Ahmed Sheikh Jama	971059346
6197	Bashir Mohamed Jama	1047607338
6198	Farah Ali Jama	1069321898
6199	Hibaq Jama	1082993295
6200	Mohamed Yusuf Jama	1105894241
6201	Abdirahman Janaqow	1016481335
6202	Yusuf Hussein Jimaale	1109018708
6203	Abdirizak Jurile	1115857480
6204	Muna Khalif	1098095871
6205	Mohammed Awale Liban	1056519656
6206	Maslah Mohammed Siad Barre	1049402564
6207	Mohammed Abdullah Hassan	1115797248
6208	Hassan Ali Mire	1113047346
6209	Hassan Moalim	1101935309
6210	Mohamed Ainanshe Guled	1074486381
6211	Abdinur Sheikh Mohamed	1048396818
6212	Abdullahi Mohamed Nur	1044041777
6213	Haji Ibrahim Nur	1089443067
6214	Mohamed Nur	1050474386
6215	Mohamed Ali Nur	1059166816
6216	Abdilqadir Ali Omar	1004888349
6217	Musa Kassim Omar	991598166
6218	Mustafa Mohammed Omar	1115032770
6219	Abdirahman Dahir Osman	975462878
6220	Jama Abdullahi Qalib	1105878436
6221	Djama Rabile Ghod	1100056788
6222	Said Mohamed Rage	994839148
6223	Ali Said Raygal	985430850
6224	Abdulkadir Sheikh Sakhawudeen	1113086828
6225	Yusuf Osman Samatar	998215519
6226	Mohamed Adan Saqadhi	1095290994
6227	Aden Saran-Sor	919377968
6228	Ali Sheegow	1025739043
6229	Said Hassan Shire	1009111397
6230	Mohamud Siraji	1098114316
6231	Hawo Tako	1106611306
6232	Khalif Mumin Tohow	1105752730
6233	Abdi Mohamed Ulusso	1106387858
6234	Omar Ismail Waberi	1074732557
6235	Deqa Yasin	1032785373
6236	Deeq Sulaiman Yusuf	977166270
6237	Mohamoud Hashi Abdi	1042062671
6238	Muse Bihi Abdi	1105150647
6239	Abdilahi Husein Iman Darawal	1062337689
6240	Abdillahi Mohamed Dahir	1055763252
6241	Omar Ali Abdillahi	961838890
6242	Abdirahim Ali Ismail	1033777237
6243	Mohamed Yusuf Abdirahman	1056374599
6244	Abdullahi Abdi Omar	1107511169
6245	Abdirahman Mohamed Abdullahi	1093454962
6246	Ahmed Haji Ali Adami	991379241
6247	Suleiman Mohamoud Adan	1100648418
6248	Zamzam Abdi Adan	1104180941
6249	Ahmed Aw Dahir	1062918876
6250	Mohammed Ahmed Alin	1067230288
6251	Mohamed Nour Arrale	1010517655
6252	Abdirizak Ibrahim Mohamed Attash	1106387976
6253	Bashe Awil Omar	1080305059
6254	Buurmadow	1060454282
6255	Mohamed Abdi Dhinbil	1105389938
6256	Hussein Ali Duale	1061678975
6257	Hussein Abdi Dualeh	1046373247
6258	Bashe Mohamed Farah	1100193203
6259	Khadra Haji Ismail Geid	1110909858
6260	Dayib Gurey	1105996972
6261	Suleiman Hassan Haddi	1080321751
6262	Suleiman Haglotosiye	1113248839
6263	Hassan Ismail Yusuf	1115803831
6264	Abdiaziz Hussein Hassan	1050666572
6265	Hussein Mohamed Mohamoud	1025215950
6266	Hassan Isse Jama	1082326113
6267	Abdiqani Mohamoud Jidhe	1102025422
6268	Dahir Riyale Kahin	1114879468
6269	Mohamed Hussein Jama	1057643441
6270	Ahmed Mohamed Mohamoud	1114881150
6271	Mohamed Ahmed Mohamud	1069732157
6272	Nafisat Yusuf Mohammed	1013484175
6273	Ismail Haji Nour	1080319184
6274	Osman Saleban Jama	1073933365
6275	Liban Yusuf Osman	1078601021
6276	Ahmed Muhammad Aden Qeybe	1100656814
6277	Abdirisaq Waberi Roble	964350062
6278	Jibrell Ali Salad	1086444472
6279	Abdirahman Saylici	1106387960
6280	Abdirahman Ahmed Ali Tuur	1114877231
6281	Faysal Ali Warabe	1105125295
6282	Ali Mohamed Warancadde	1050457012
6283	Ahmed Yusuf Yasin	1082812507
6284	Mohamed Yonis	1092949757
6285	Ali Mohamed Yussuf	1021493082
6286	Isse Ahmed Yusuf	1005192126
6287	Dulton Adams	1086408049
6288	Bongani Baloyi	1084870878
6289	Henry Barrington	1091913293
6290	Japie Basson	1091913341
6291	Christiaan Frederik Beyers	1099763792
6292	Hendrietta Bogopane-Zulu	1091913446
6293	Bongani Bongo	1093781956
6294	Henry Burton (South African politician)	1103715218
6295	Shaun Byneveldt	1086431155
6296	Marshall Campbell	1112455259
6297	Geoffrey Cronjé	1087229553
6298	Rowan Cronjé	1090126948
6299	David Dichaba	1087229999
6300	Stephanus Jacobus du Toit	1070184582
6301	Jennifer Ferguson	1084878734
6302	Benjamin Wesley Greenacre	1088248229
6303	Owen Horwood	1084875345
6304	Danie Hough	1096032434
6305	John William Jagger	1088423836
6306	Christina Jasson	1095281104
6307	Makhosi Khoza	1110352747
6308	Adam Kok III	1084880247
6309	Cornelius Kok II	1027218749
6310	Joel Krige	1092237074
6311	Johannes Christoffel Krogh	1097324284
6312	Dawid Kruiper	1084880270
6313	Cornelis Jacobus Langenhoven	1100944645
6314	Maruping Lekwene	1088788887
6315	Lindiwe Mabuza	1100374167
6316	Elizabeth Mafekeng	1084880274
6317	Mmusi Maimane	1115303784
6318	Geoff Makhubo	1098843482
6319	Mabel Malherbe	1091904503
6320	Neo Maneng	1090707645
6321	Themba Maseko	1084880381
6322	Bandile Masuku	1115516317
6323	Qaqambile Matanzima	1084880360
6324	Khayelihle Mathaba	1084880305
6325	Graham McIntosh	1071895270
6326	Ntombi Lentheng Mekgwe	1084875290
6327	Jan Meyer	1100262444
6328	Clarence Mini	1084878322
6329	Wilton Mkwayi	1101374740
6330	Zwakele Mncwango	1114285475
6331	Ellen Molekane	1084871818
6332	Silas Molema	1087407617
6333	John Moodey	1098205766
6334	Frederick Moor	1086100029
6335	Viola Motsumi	1084876921
6336	Dali Mpofu	1113078843
6337	Mpumi Mpofu	1084874811
6338	Bongani Msomi	1084870895
6339	Prema Naidoo	1086619086
6340	Sister Bernard Ncube	1092981088
6341	John Nkadimeng	1106722224
6342	Sibongile Judith Nkomo	1112786688
6343	Stafford Parker	1105552581
6344	Fawzia Peer	1084880279
6345	Penny Penny	1092903833
6346	Pieter Gysbert Noodt	975860917
6347	Amichand Rajbansi	1066986085
6348	JN Reddy (politician)	1113392946
6349	Zamani Saul	1084877243
6350	Helen Sauls-August	1098455848
6351	Charles Saunders (colonial administrator)	1098520391
6352	Floyd Shivambu	1093791445
6353	Archie Sibeko	1096673163
6354	Letitia Sibeko	1107939937
6355	Edward Philip Solomon	1106269773
6356	Max Sonnenberg	1096328535
6357	Walter Stanford	1112747607
6358	Richard Stuttaford	980482363
6359	Michael Tellinger	1102506186
6360	Moses Twebe	1084874768
6361	Johannes Hendrikus Viljoen	1091590968
6362	Andries Waterboer	1084880251
6363	Nicolaas Waterboer	1105620135
6364	Alan Winde	1107724739
6365	Thuli Dladla	1046068469
6366	Paul Dlamini	1081249695
6367	Prince Sozisa Dlamini	808556266
6368	Njabulo Mabuza	1081249733
6369	Themba Masuku	1092838946
6370	Charles Myeza	1112285121
6371	Ben Nsibandze	1100374538
6372	Jackson Abugo	1095291739
6373	Anisia Achieng	1101103198
6374	Emmanuel Adil Anthony	1112647227
6375	Africano Mande Gedima	1115247401
6376	Angelo Dayu Agor	1078042589
6377	Morris Yel Akol	1084078778
6378	Wol Akec Akol	1093916563
6379	Deng Deng Akon	1107221543
6380	Mayol Kur Akuei	1044511023
6381	Obuch Ojwok Akuo	1065212992
6382	Albino Bol	1105090334
6383	Jacob Aligo	1095292336
6384	Paul Malong Awan	1105447742
6385	Ayaa Benjamin Warille	1113514909
6386	Joseph Bakosoro	1113578914
6387	Francis Barsan	1078637416
6388	Tito Biel	1055829953
6389	Abraham Makoi Bol	919546351
6390	Theresa Anyuat Bola	1090872160
6391	Mary Boyoi	1104061850
6392	Paul Lodu Bureng	1086320016
6393	Cirino Hiteng Ofuho	1106297094
6394	Nyandeng Malek Deliech	1090872164
6395	Deng Deng Akuei	919471963
6396	William Deng Nhial	1114800318
6397	Aldo Deng	1032863130
6398	Ronald Ruai Deng	919609685
6399	Teker Riek Dong	918811425
6400	John Malish Dujuk	1108659929
6401	George Echom	1067331237
6402	Baptist Sabit Frances	1068382948
6403	Taban Deng Gai	1113427102
6404	Jacob Kuwinsuk Gale	1108503934
6405	Joseph Garang	1099266151
6406	Isaac Cleto Hassan	1099791155
6407	Rezik Zechariah Hassan	949043206
6408	Sarah Cleto Hassan	1111889684
6409	Emmanuel Ija	1095984007
6410	Aggrey Jaden	1059224881
6411	Chol Tong Mayay Jang	888292366
6412	Timothy Taban Juch	1058136616
6413	Michael Roberto Kenyi	1087319671
6414	Salva Kiir Mayardit	1115281646
6415	Peter Bol Koang	918743234
6416	Clement Wani Konga	1102830572
6417	Baba Medan Konya	919549108
6418	Kuol Deim Kuol	1006056090
6419	Samson L. Kwaje	1055834802
6420	Felix Ladu	1091814441
6421	Paterno Legge	1075466143
6422	Stephen Lemi Lokuron	1075465380
6423	Natisio Loluke	919628419
6424	Joseph Lual Acuil	1063289231
6425	Vincent Kujo Lubong	1069101167
6426	Mabior Garang De-Mabior	1113657913
6427	Mary Karlino Madut	1094131882
6428	Simon Mijok Majak	1100729735
6429	Madang Majok	930031820
6430	Abraham Gum Makuach	1112713366
6431	Juma Ali Malou	919560655
6432	Mary Mawai	1105243093
6433	James Ajongo Mawut	1093453653
6434	Peter Mayen	1109187939
6435	Juliet Raphael Michael	1094131128
6436	John Peter Miskin	1091499255
6437	Afikaano Monday	919576350
6438	Joseph Monytuil	1103909978
6439	Hellen Murshali	1103920974
